Код заказа,Станция старта,Станция финиша,Расчетная дата старта,Плановая дата старта,Время в пути,Мин допустимый объем,Запрошенный объем,Тарифы,Запрошенный тип вагона,Приоритет,Примененный тариф
304395_817404555900_0712,32406,555900,7,7,29,17,17,59254,2087,4,59254
304763_818161716607_0712,633103,716607,7,7,29,2,2,31781,2341,4,31781
306701_830071775408_0712,931702,793118,7,7,29,2,2,11110,2039,4,11110
305190_830139793209_0712,953701,793118,7,7,32,2,2,18709,2032,4,18709
305495_820460970001_0712,195406,970001,7,7,33,6,6,84809,2007,1,84809
305188_819114318401_0712,946801,318609,7,7,34,2,2,29160,2011,4,29160
307687_827983199801_0712,980605,199801,7,7,34,2,2,33433,2007,2,33433
302278_813105722203_0712,926403,722203,7,7,35,2,2,75530,2369,4,75530
302652_813875722203_0712,926403,722203,7,7,35,4,4,83961,2355,4,83961
303540_815626722203_0712,926403,722203,7,7,35,3,3,75530,2354,4,75530
307467_827148745600_0712,881804,745600,7,7,35,3,3,52773,2117,4,52773
304396_817405700100_0712,32105,700100,7,7,36,15,15,70500,2088,4,70500
305747_821484947005_0712,883809,947005,7,7,36,3,3,31137,2002,4,31137
306665_824533709406_0712,980605,709406,7,7,44,2,2,68055,2117,4,68055
303138_814836797500_0713,797303,797500,7,7,12,6,6,28014,2004,4,28014
302201_812941937003_0713,932103,937003,7,7,13,3,3,53514,2039,4,53514
303139_830582944702_0713,946801,944702,7,7,13,5,5,8550,2025,4,8550
303933_830578944702_0713,946801,944702,7,7,13,5,5,8550,2025,4,8550
303955_816499644803_0713,657907,644803,7,7,13,5,5,9616,2003,4,9616
303977_816575828501_0713,800008,828501,7,7,13,5,5,9749,2003,4,9749
305170_830580944702_0713,946801,944702,7,7,13,5,5,8550,2025,4,8550
308267_830477944702_0713,946801,944702,7,7,13,2,2,8550,2011,4,8550
303546_815646018409_0713,16403,18409,7,7,13,3,3,30015,2002,2,30015
303071_814704942105_0713,946801,942105,7,7,14,2,2,25768,2011,4,25768
303865_816265270306_0713,260003,270306,7,7,14,2,2,9749,2003,4,9749
303964_830572942105_0713,946801,942105,7,7,14,2,2,25768,2011,4,25768
304739_818107253508_0713,644606,253508,7,7,14,2,2,28802,2003,4,28802
304739_818113654701_0713,644606,654701,7,7,14,2,2,22136,2003,4,22136
304783_818227942105_0713,946801,942105,7,7,14,2,2,10395,2011,4,10395
305149_819002942105_0713,946801,942105,7,7,14,2,2,25768,2011,4,25768
289315_751648179009_0713,606303,179009,7,7,15,2,2,23374,2010,4,23374
302226_812985250302_0713,188900,250302,7,7,15,3,3,49949,2002,4,49949
303128_814819888004_0713,891806,888004,7,7,15,2,2,20892,2003,4,20892
303471_815502761405_0713,244208,761405,7,7,15,2,2,37182,2289,4,37182
303491_815537302403_0713,602001,302403,7,7,15,3,3,26031,2034,4,26031
303941_821550780302_0713,659006,780302,7,7,15,3,3,23089,2005,4,23089
304710_818052252401_0713,194808,252401,7,7,15,2,2,27932,2290,4,27932
304766_818166638003_0713,581407,638003,7,7,15,2,2,37131,2010,4,37131
305169_819056654701_0713,767308,654701,7,7,15,2,2,44861,2255,4,44861
306035_822509892103_0713,850401,892103,7,7,15,2,2,25947,2032,4,25947
306538_824205250707_0713,612107,250707,7,7,15,2,2,51628,2019,4,51628
307939_829240618207_0713,192605,618207,7,7,15,2,2,45080,2002,4,45080
286916_746816946801_0713,932103,946801,7,7,16,2,2,62738,2032,4,62738
289315_751649070501_0713,606303,70501,7,7,16,2,2,44717,2010,4,44717
303483_829174582005_0713,260107,582005,7,7,16,2,2,37603,2261,4,37603
303493_815545245709_0713,30107,245709,7,7,16,2,2,42873,2030,4,42873
303450_815444625107_0713,439305,625107,7,7,16,2,2,22597,2005,3,22597
296521_773944018606_0713,31600,18606,7,7,17,2,2,34200,2002,4,34200
303524_825559684001_0713,761602,684001,7,7,17,2,2,30171,2087,4,30171
303911_816383245709_0713,20502,245709,7,7,17,3,3,28530,2004,4,28530
307668_827819690002_0713,651807,690002,7,7,17,2,2,28705,2088,4,28705
302252_813039535907_0713,196502,535907,7,7,18,2,2,43661,2254,4,43661
303863_816263402000_0713,592204,402000,7,7,18,3,3,6789,2087,4,6789
303911_816384192906_0713,20502,192906,7,7,18,2,2,26612,2004,4,26612
305180_819086192906_0713,21806,192906,7,7,18,2,2,36619,2007,4,36619
306445_823999853109_0713,654701,853109,7,7,18,2,2,37936,2004,4,37936
306445_824002290206_0713,654701,290206,7,7,18,2,2,63007,2004,4,63007
306450_824018780603_0713,42003,780603,7,7,18,2,2,68556,2259,4,68556
307630_827613792102_0713,190205,792102,7,7,18,2,2,18230,2002,4,18230
307926_829173890907_0713,800309,890907,7,7,18,2,2,54945,2037,4,54945
302218_812966780800_0713,198404,780800,7,7,18,3,3,48898,2006,3,48898
304380_829943289904_0713,305007,289904,7,7,18,3,3,42242,2255,1,42242
302628_821524690200_0713,659006,690200,7,7,19,2,2,33557,2089,4,33557
302628_821543690002_0713,659006,690002,7,7,19,2,2,33557,2089,4,33557
304316_817256946801_0713,893500,946801,7,7,19,2,2,55080,2040,4,55080
305131_818967790408_0713,582404,790408,7,7,19,2,2,18726,2002,4,18726
305208_819138180504_0713,104303,180504,7,7,19,2,2,32466,2011,4,32466
308198_830150289904_0713,191804,289904,7,7,19,2,2,51809,2002,4,51809
302671_813905801301_0713,191509,801301,7,7,19,2,2,28922,2002,3,28922
303520_825590663306_0713,612107,663306,7,7,19,4,4,40146,2118,3,40146
307984_829407289904_0713,229602,289904,7,7,19,6,6,19440,2003,3,19440
304775_824967780603_0713,30006,780603,7,7,19,2,2,39336,2257,1,39336
302201_812940950008_0713,932103,950008,7,7,20,2,2,49858,2039,4,49858
302578_830448885805_0713,946801,885805,7,7,20,2,2,9851,2011,4,9851
303033_814638851207_0713,194507,851207,7,7,20,2,2,57283,2291,4,57283
304395_817397778406_0713,32406,778406,7,7,20,2,2,26519,2001,4,26519
304395_817401828501_0713,32406,828501,7,7,20,2,2,31355,2001,4,31355
308302_830603531304_0713,520901,531304,7,7,20,5,5,21739,2010,4,21739
302648_813855834108_0713,611509,834108,7,7,20,5,5,57896,2032,1,57896
305309_819649890004_0713,195800,890004,7,7,23,2,2,49473,2258,1,49473
305431_820185933801_0713,840109,931401,7,7,25,2,2,25564,2038,4,25564
305594_820875933801_0713,840109,931401,7,7,25,2,2,25564,2033,4,25564
302640_813833520901_0713,814903,525407,7,7,26,10,10,15063,2001,4,15063
303072_814706927209_0713,38101,927209,7,7,26,3,3,37716,2037,4,37716
303081_814715648503_0713,845600,651506,7,7,26,2,2,6821,2031,4,6821
305112_830278703908_0713,654701,703908,7,7,26,3,3,60927,2087,4,60927
305944_822180933801_0713,836103,931401,7,7,26,2,2,27130,2032,4,27130
304395_817398680509_0713,32406,680509,7,7,27,2,2,62630,2087,4,62630
302258_813045318401_0713,946801,318401,7,7,28,2,2,29160,2011,4,29160
304408_817421592204_0713,946801,592204,7,7,28,2,2,29160,2011,4,29160
304670_817978700100_0713,612003,700100,7,7,28,2,2,38426,2087,1,38426
304395_817404555900_0713,32406,555900,7,7,29,2,2,59254,2087,4,59254
306701_830071775408_0713,931702,793118,7,7,29,2,2,11110,2039,4,11110
304792_818255700100_0713,260200,700100,7,7,30,2,2,71765,2338,4,71765
304318_817258235904_0713,954600,235904,7,7,31,2,2,15846,2039,4,15846
305150_819004803400_0713,954704,803909,7,7,33,2,2,13888,2039,4,13888
305495_820460970001_0713,195406,970001,7,7,33,2,2,84809,2007,1,84809
259085_829558980003_0713,237806,980003,7,7,34,3,3,90866,2002,4,90866
305188_819114318401_0713,946801,318609,7,7,34,2,2,29160,2011,4,29160
305747_821484947005_0713,883809,947005,7,7,36,3,3,31137,2002,4,31137
304739_818107253508_0714,644606,253508,7,7,14,2,2,28802,2003,4,28802
304739_818113654701_0714,644606,654701,7,7,14,2,2,22136,2003,4,22136
304783_818227942105_0714,946801,942105,7,7,14,2,2,10395,2011,4,10395
302282_813110035508_0710,597104,35508,8,8,18,3,3,30405,2003,4,30405
304746_818134770300_0710,205307,770300,8,8,18,5,5,39520,2030,4,39520
304767_818173036905_0710,648202,36905,8,8,18,5,5,47313,2003,4,47313
303503_815556933801_0710,840109,931401,8,8,25,4,4,25564,2031,4,25564
302201_812941937003_0710,932103,937003,8,8,13,3,3,53514,2039,4,53514
303128_814820880801_0710,891806,880801,8,8,13,4,4,15241,2003,4,15241
303139_830582944702_0710,946801,944702,8,8,13,4,4,8550,2025,4,8550
303872_823268944702_0710,946801,944702,8,8,13,4,4,8550,2011,4,8550
305181_819093234808_0714,302507,234808,8,8,14,2,2,14040,2003,4,14040
303941_821550780302_0714,659006,780302,8,8,15,3,3,23089,2005,4,23089
303953_816496800101_0714,644708,800101,8,8,15,2,2,38959,2284,4,38959
304760_818153220504_0714,250904,220504,8,8,15,2,2,22839,2001,4,22839
304766_818166638003_0714,581407,638003,8,8,15,2,2,37131,2010,4,37131
306035_822509892103_0714,850401,892103,8,8,15,2,2,25947,2032,4,25947
303450_815439184100_0714,439305,184100,8,8,15,2,2,21108,2007,3,21108
295685_772290532909_0714,536308,532909,8,8,15,2,2,30435,2003,1,30435
286916_746816946801_0714,932103,946801,8,8,16,2,2,62738,2032,4,62738
302283_829603653408_0714,242005,653408,8,8,16,2,2,49139,2005,4,49139
303003_814592648908_0714,805707,648908,8,8,16,2,2,32456,2003,4,32456
303493_815545245709_0714,30107,245709,8,8,16,3,3,42873,2030,4,42873
303970_816559930108_0714,946801,930108,8,8,16,2,2,28079,2011,4,28079
302579_813711840109_0712,946801,840109,8,8,21,7,7,50396,2025,4,50396
303477_815511687008_0712,276406,687008,8,8,21,2,2,39760,2355,4,39760
305136_818973850204_0712,193203,850204,8,8,21,2,2,40790,2005,4,40790
305830_821829798306_0712,435906,798306,8,8,21,2,2,68141,2012,4,68141
306625_824434851207_0712,190008,851207,8,8,21,3,3,57046,2042,4,57046
303021_825844840005_0712,198404,840005,8,8,21,13,13,50069,2005,3,50069
304723_818080851207_0712,193701,851207,8,8,21,2,2,46661,2033,3,46661
305309_819650851207_0712,195800,851207,8,8,21,3,3,49473,2258,3,49473
302616_813783851207_0712,438302,851207,8,8,21,2,2,36104,2001,2,36104
302201_812941937003_0714,932103,937003,8,8,13,3,3,53514,2039,4,53514
303139_830582944702_0714,946801,944702,8,8,13,2,2,8550,2025,4,8550
303933_830578944702_0714,946801,944702,8,8,13,2,2,8550,2025,4,8550
305170_830580944702_0714,946801,944702,8,8,13,2,2,8550,2025,4,8550
303546_815646018409_0714,16403,18409,8,8,13,3,3,30015,2002,2,30015
302577_813709942105_0714,946801,942105,8,8,14,2,2,25768,2032,4,25768
302662_813890942105_0714,946801,942105,8,8,14,2,2,10395,2025,4,10395
303462_830575942105_0714,946801,942105,8,8,14,2,2,25768,2011,4,25768
295565_772083794201_0714,625200,794201,8,8,16,2,2,42497,2039,3,42497
303450_815444625107_0714,439305,625107,8,8,16,2,2,22597,2005,3,22597
307530_827263617806_0714,200500,617806,8,8,16,2,2,30985,2002,1,30985
303524_825559684001_0714,761602,684001,8,8,17,2,2,30171,2087,4,30171
303911_816383245709_0714,20502,245709,8,8,17,3,3,28530,2004,4,28530
304710_818051817507_0714,194808,817507,8,8,17,2,2,47711,2290,4,47711
307668_827819690002_0714,651807,690002,8,8,17,2,2,28705,2088,4,28705
302282_813110035508_0714,597104,35508,8,8,18,2,2,30405,2003,4,30405
303003_814593225902_0714,805707,225902,8,8,18,3,3,32858,2003,4,32858
303863_816263402000_0714,592204,402000,8,8,18,3,3,6789,2087,4,6789
303899_816353853306_0714,648109,853306,8,8,18,2,2,27700,2003,4,27700
303911_816384192906_0714,20502,192906,8,8,18,2,2,26612,2004,4,26612
305172_819061817600_0714,593300,817600,8,8,18,2,2,24314,2038,4,24314
305180_819086192906_0714,21806,192906,8,8,18,2,2,36619,2007,4,36619
306445_823999853109_0714,654701,853109,8,8,18,2,2,37936,2004,4,37936
306445_824002290206_0714,654701,290206,8,8,18,2,2,63007,2004,4,63007
302183_812887770005_0714,434208,770005,8,8,19,2,2,25915,2004,4,25915
302584_813716035508_0714,637104,35508,8,8,19,2,2,32009,2003,4,32009
302628_821524690200_0714,659006,690200,8,8,19,2,2,33557,2089,4,33557
302628_821543690002_0714,659006,690002,8,8,19,2,2,33557,2089,4,33557
303513_825987180504_0714,100001,180504,8,8,19,2,2,32466,2011,4,32466
304359_817324946801_0714,893500,946801,8,8,19,2,2,55080,2026,4,55080
305208_819138180504_0714,104303,180504,8,8,19,2,2,32466,2011,4,32466
307822_828751284008_0714,611602,284008,8,8,19,2,2,47068,2284,4,47068
308198_830150289904_0714,191804,289904,8,8,19,2,2,51809,2002,4,51809
303520_825590663306_0714,612107,663306,8,8,19,2,2,40146,2118,3,40146
302201_812940950008_0714,932103,950008,8,8,20,2,2,49858,2039,4,49858
304395_817397778406_0714,32406,778406,8,8,20,2,2,26519,2001,4,26519
304395_817401828501_0714,32406,828501,8,8,20,2,2,31355,2001,4,31355
308302_830603531304_0714,520901,531304,8,8,20,5,5,21739,2010,4,21739
302648_813855834108_0714,611509,834108,8,8,20,6,6,57896,2032,1,57896
304353_817312790003_0714,518009,790003,8,8,20,2,2,27909,2004,1,27909
302575_813701780001_0714,769303,793118,8,8,21,2,2,31342,2004,4,31342
302575_813703801405_0714,769303,804808,8,8,21,2,2,36048,2004,4,36048
303959_816511932809_0714,770809,932809,8,8,21,2,2,60001,2039,4,60001
303116_814787851207_0714,438800,851207,8,8,21,2,2,37037,2004,3,37037
305309_819650851207_0714,195800,851207,8,8,21,2,2,49473,2258,3,49473
304709_818050844307_0714,950101,844307,8,8,24,3,3,16070,2032,4,16070
305143_823949237609_0714,817102,233345,8,8,24,3,3,32250,2255,4,32250
305944_822181773101_0714,836103,793118,8,8,24,2,2,4292,2032,4,4292
305143_823981760506_0714,817102,793118,8,8,25,3,3,31528,2255,4,31528
305825_821819048601_0714,438506,34909,8,8,25,2,2,50355,2010,4,50355
302640_813833520901_0714,814903,525407,8,8,26,8,8,15063,2001,4,15063
305112_830278703908_0714,654701,703908,8,8,26,3,3,60927,2087,4,60927
305944_822180933801_0714,836103,931401,8,8,26,2,2,27130,2032,4,27130
302643_813842648503_0714,844307,651506,8,8,27,2,2,7706,2031,4,7706
304395_817398680509_0714,32406,680509,8,8,27,2,2,62630,2087,4,62630
306158_822893253207_0714,853005,244208,8,8,27,2,2,10394,2003,4,10394
306562_824258935506_0714,36801,935506,8,8,27,2,2,51125,2005,4,51125
306718_824700935506_0714,35004,935506,8,8,27,2,2,51323,2005,4,51323
304408_817421592204_0714,946801,592204,8,8,28,2,2,29160,2011,4,29160
302575_813702892103_0714,769303,888004,8,8,29,2,2,63494,2004,4,63494
304395_817404555900_0714,32406,555900,8,8,29,2,2,59254,2087,4,59254
304678_817989722203_0714,882506,722203,8,8,29,2,2,42633,2109,4,42633
306701_830071775408_0714,931702,793118,8,8,29,2,2,11110,2039,4,11110
306769_826767971907_0714,655206,971907,8,8,29,2,2,74022,2004,4,74022
307988_829418722504_0714,528801,722504,8,8,30,29,29,47127,2338,4,47127
305150_819003844307_0714,954704,851809,8,8,32,2,2,15313,2025,4,15313
305495_820460970001_0714,195406,970001,8,8,33,2,2,84809,2007,1,84809
304381_817364193504_0714,988306,193504,8,8,34,2,2,16200,2007,2,16200
303540_815626722203_0714,926403,722203,8,8,35,3,3,75530,2354,4,75530
302640_813836980003_0714,814903,931401,8,8,48,9,9,60328,2001,4,60328
304739_818114800101_0715,644606,800101,8,8,15,2,2,30092,2003,4,30092
304760_818153220504_0715,250904,220504,8,8,15,2,2,22839,2001,4,22839
304766_818167251305_0715,581407,251305,8,8,15,2,2,37131,2010,4,37131
305169_819056654701_0715,767308,654701,8,8,15,2,2,44861,2255,4,44861
305181_819091076103_0715,302507,76103,8,8,15,2,2,35239,2003,4,35239
306035_822509892103_0715,850401,892103,8,8,15,2,2,25947,2032,4,25947
305207_819137520901_0715,611602,520901,8,8,15,3,3,48335,2032,3,48335
295685_772290532909_0715,536308,532909,8,8,15,2,2,30435,2003,1,30435
303115_814784544501_0715,618207,544501,8,8,15,5,5,31494,2018,1,31494
286916_746816946801_0715,932103,946801,8,8,16,2,2,62738,2032,4,62738
303493_815545245709_0715,30107,245709,8,8,16,3,3,42873,2030,4,42873
305462_820267890907_0715,843408,890907,8,8,16,11,11,25065,2033,4,25065
308138_829965033004_0715,307106,33004,8,8,16,2,2,47561,2264,4,47561
302191_830671883809_0716,806708,883809,8,8,18,2,2,57727,2001,4,57727
302252_813039535907_0716,196502,535907,8,8,18,2,2,43661,2254,4,43661
302282_813110035508_0716,597104,35508,8,8,18,2,2,30405,2003,4,30405
302693_813955870405_0716,788802,870405,8,8,18,2,2,44063,2040,4,44063
303004_814598288901_0716,781907,288901,8,8,18,2,2,55456,2012,4,55456
303911_816384192906_0716,20502,192906,8,8,18,2,2,26612,2004,4,26612
305172_819061817600_0716,593300,817600,8,8,18,2,2,24314,2038,4,24314
305180_819086192906_0716,21806,192906,8,8,18,3,3,36619,2007,4,36619
305181_819094800008_0716,302507,800008,8,8,18,2,2,35073,2003,4,35073
302201_812941937003_0718,932103,937003,8,8,13,2,2,53514,2039,4,53514
303128_814820880801_0718,891806,880801,8,8,13,2,2,15241,2003,4,15241
303139_830582944702_0718,946801,944702,8,8,13,2,2,8550,2025,4,8550
303442_815428944702_0718,946801,944702,8,8,13,2,2,8550,2011,4,8550
303933_830578944702_0718,946801,944702,8,8,13,2,2,8550,2025,4,8550
303953_816495253508_0718,644708,253508,8,8,13,2,2,32238,2284,4,32238
305170_830580944702_0718,946801,944702,8,8,13,2,2,8550,2025,4,8550
303546_815646018409_0718,16403,18409,8,8,13,2,2,30015,2002,2,30015
303090_814749291603_0718,290901,291603,8,8,13,2,2,24556,2039,1,24556
302183_812885184100_0718,434208,184100,8,8,14,2,2,21108,2004,4,21108
302201_812941937003_0715,932103,937003,9,9,13,3,3,53514,2039,4,53514
303139_830582944702_0715,946801,944702,9,9,13,2,2,8550,2025,4,8550
303933_830578944702_0715,946801,944702,9,9,13,2,2,8550,2025,4,8550
303953_816495253508_0715,644708,253508,9,9,13,2,2,32238,2284,4,32238
303955_816499644803_0715,657907,644803,9,9,13,2,2,9616,2003,4,9616
305170_830580944702_0715,946801,944702,9,9,13,2,2,8550,2025,4,8550
303546_815646018409_0715,16403,18409,9,9,13,2,2,30015,2002,2,30015
303071_814704942105_0715,946801,942105,9,9,14,2,2,25768,2011,4,25768
303462_830575942105_0715,946801,942105,9,9,14,2,2,25768,2011,4,25768
303964_830572942105_0715,946801,942105,9,9,14,2,2,25768,2011,4,25768
304739_818107253508_0715,644606,253508,9,9,14,2,2,28802,2003,4,28802
304783_818227942105_0715,946801,942105,9,9,14,2,2,10395,2011,4,10395
305149_819002942105_0715,946801,942105,9,9,14,2,2,25768,2011,4,25768
302220_812970199407_0715,601102,199407,9,9,15,2,2,15767,2004,4,15767
302220_812975644803_0715,601102,644803,9,9,15,2,2,21781,2004,4,21781
302584_813718310607_0715,637104,310607,9,9,15,2,2,19416,2005,4,19416
303941_821550780302_0715,659006,780302,9,9,15,3,3,23089,2005,4,23089
303953_816496800101_0715,644708,800101,9,9,15,2,2,38959,2284,4,38959
304708_818048610807_0715,635306,610807,9,9,15,2,2,26466,2291,4,26466
303116_814789251305_0715,438800,251305,9,9,16,2,2,27269,2004,3,27269
303450_815444625107_0715,439305,625107,9,9,16,2,2,22597,2005,3,22597
303983_816600245709_0715,280904,245709,9,9,16,2,2,16327,2003,1,16327
302220_812976780603_0715,601102,780603,9,9,17,2,2,21811,2004,4,21811
303003_814594261203_0715,805707,261203,9,9,17,3,3,34832,2003,4,34832
303524_825559684001_0715,761602,684001,9,9,17,2,2,30171,2087,4,30171
303911_816383245709_0715,20502,245709,9,9,17,3,3,28530,2004,4,28530
304710_818051817507_0715,194808,817507,9,9,17,2,2,47711,2290,4,47711
307008_825714011400_0715,211903,11400,9,9,17,2,2,51613,2004,4,51613
307668_827819690002_0715,651807,690002,9,9,17,2,2,28705,2088,4,28705
302650_813869840109_0715,817102,840109,9,9,18,2,2,44090,2255,4,44090
303003_814595883809_0715,805707,883809,9,9,18,3,3,39759,2003,4,39759
303863_816263402000_0715,592204,402000,9,9,18,3,3,6789,2087,4,6789
303899_816353853306_0715,648109,853306,9,9,18,2,2,27700,2003,4,27700
303911_816384192906_0715,20502,192906,9,9,18,2,2,26612,2004,4,26612
305172_819061817600_0715,593300,817600,9,9,18,2,2,24314,2038,4,24314
305180_819086192906_0715,21806,192906,9,9,18,2,2,36619,2007,4,36619
305181_819094800008_0715,302507,800008,9,9,18,2,2,35073,2003,4,35073
306445_823999853109_0715,654701,853109,9,9,18,2,2,37936,2004,4,37936
306445_824002290206_0715,654701,290206,9,9,18,2,2,63007,2004,4,63007
306707_824627834108_0715,932103,834108,9,9,18,2,2,18360,2040,4,18360
307630_827613792102_0715,190205,792102,9,9,18,2,2,18230,2002,4,18230
305764_821526290206_0715,611602,290206,9,9,18,2,2,45696,2284,3,45696
305843_821883773506_0715,611602,773506,9,9,18,2,2,45696,2284,3,45696
301659_811179194507_0715,102901,194507,9,9,19,2,2,47449,2004,4,47449
302183_812887770005_0715,434208,770005,9,9,19,2,2,25915,2004,4,25915
302584_813716035508_0715,637104,35508,9,9,19,2,2,32009,2003,4,32009
302628_821524690200_0715,659006,690200,9,9,19,2,2,33557,2089,4,33557
302628_821543690002_0715,659006,690002,9,9,19,2,2,33557,2089,4,33557
303959_816513891806_0715,770809,891806,9,9,19,2,2,50922,2039,4,50922
304708_818042850204_0715,635306,850204,9,9,19,2,2,56847,2291,4,56847
304760_818151320007_0715,250904,320007,9,9,19,2,2,32668,2085,4,32668
306544_824207946801_0715,892103,946801,9,9,19,2,2,89550,2257,4,89550
