Отправление,Прибытие,Тип простоя,Модель вагона,День отправления (от начала расчета),День прибытия (от начала расчета),Количество,Цена порожнего пробега (за вагон),Код следующего заказa,Расчитанный тариф следующего заказа
35809,32406,P,2135,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2135,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2135,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2135,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2164,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2043,0,6.0,1,1430,304395_817400853109_0712,-
33004,32406,P,2153,0,6.0,1,765,304395_817400853109_0712,-
35809,32406,P,2053,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2053,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2159,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2153,0,6.0,1,1430,304395_817400853109_0712,-
35809,32406,P,2153,0,6.0,1,1430,304395_817400853109_0712,-
611509,612107,P,2053,0,5.0,1,1113,306538_824200892103_0712,-
610205,612107,P,2146,0,5.0,1,1596,306538_824200892103_0712,-
610205,612107,P,2146,0,5.0,1,1596,306538_824200892103_0712,-
35809,33004,P,2164,0,6.0,1,757,303037_824961853109_0712,-
35809,33004,P,2164,0,6.0,1,757,303037_824961853109_0712,-
72403,30006,P,2135,0,6.0,1,1583,304775_824966850204_0712,-
35809,30006,P,2153,0,6.0,1,757,304775_824966850204_0712,-
180608,194009,P,2153,0,6.0,1,1564,303446_815434890004_0712,-
180608,194009,P,2153,0,6.0,1,1564,303446_815434890004_0712,-
180608,194009,P,2153,0,6.0,1,1564,303446_815434890004_0712,-
180608,194009,P,2153,0,6.0,1,1564,303446_815434890004_0712,-
840005,836103,P,2052,0,6.0,1,8367,305944_822181773101_0712,-
840005,836103,P,2052,0,6.0,1,8367,305944_822181773101_0712,-
650005,657108,P,2070,1,6.0,1,2486,302655_825267760506_0712,-
180608,194009,P,2153,0,6.0,1,1564,304402_817413927105_0712,-
180608,194009,P,2153,0,6.0,1,1564,304402_817413927105_0712,-
180608,194009,P,2153,0,6.0,1,1564,304402_817413927105_0712,-
180608,194009,P,2153,0,6.0,1,1564,304402_817413927105_0712,-
180608,194009,P,2153,0,6.0,1,1564,304402_817413927105_0712,-
230506,233608,P,2052,0,6.0,1,3785,304706_829316935703_0712,-
844307,846001,P,2062,0,6.0,1,5599,302631_813813890907_0713,-
844307,846001,P,2070,0,6.0,1,5599,302631_813813890907_0713,-
191509,190900,P,2061,0,6.0,1,1113,302696_813958801208_0713,-
191509,190900,P,2061,0,6.0,1,1113,302696_813958801208_0713,-
840005,836103,P,2052,0,6.0,1,8367,305944_822181773101_0713,-
840005,836103,P,2052,0,6.0,1,8367,305944_822181773101_0713,-
840109,845403,P,2146,0,6.0,1,7291,306360_823802932103_0713,-
840109,845403,P,2146,0,6.0,1,7291,306360_823802932103_0713,-
435906,438406,P,2136,0,6.0,1,3830,302688_813940625107_0713,-
592401,593300,P,2052,0,5.0,1,2764,305172_827610850204_0713,-
592401,593300,P,2070,0,5.0,1,2764,305172_827610850204_0713,-
180608,195800,P,2153,0,6.0,1,1564,305309_819650851207_0713,-
180608,195800,P,2153,0,6.0,1,1564,305309_819650851207_0713,-
611509,612003,P,2052,0,5.0,1,965,302677_813923799309_0713,-
611509,612003,P,2052,0,5.0,1,965,302677_813923799309_0713,-
611509,612003,P,2052,0,5.0,1,965,302677_813923799309_0713,-
191509,190008,P,2052,0,6.0,1,241,304289_817210850204_0713,-
191509,190008,P,2070,0,6.0,1,241,304289_817210850204_0713,-
35809,31808,P,2164,0,6.0,1,757,302694_813956850204_0713,-
35809,31808,P,2164,0,6.0,1,757,302694_813956850204_0713,-
35809,31808,P,2164,0,6.0,1,757,302694_813956850204_0713,-
35809,32406,P,2164,0,6.0,1,1430,304395_817400853109_0713,-
31600,32406,P,2041,0,6.0,1,1596,304395_817400853109_0713,-
657606,657305,P,2155,1,6.0,1,589,304785_830541723704_0713,-
61502,193701,P,2071,0,7.0,1,5881,304723_818080851207_0709,-
74502,31808,P,2140,0,7.0,1,5182,302694_813956850204_0709,-
74502,31808,P,2137,0,7.0,1,5182,302694_813956850204_0709,-
35809,30006,P,2144,0,6.0,1,757,304775_824966850204_0709,-
35809,30006,P,2144,0,6.0,1,757,304775_824966850204_0709,-
237609,195800,P,2141,0,7.0,1,4379,305309_819649890004_0709,-
237609,195800,P,2135,0,7.0,1,4379,305309_819649890004_0709,-
237609,195800,P,2162,0,7.0,1,4379,305309_819649890004_0709,-
237609,195800,P,2162,0,7.0,1,4379,305309_819649890004_0709,-
817507,652602,P,2070,0,7.0,1,5095,303083_814727090505_0709,-
817507,652602,P,2070,0,7.0,1,5095,303083_814727090505_0709,-
844307,845403,P,2050,0,7.0,1,10464,306360_823802932103_0709,-
844307,845403,P,2155,0,7.0,1,10464,306360_823802932103_0709,-
844307,845403,P,2044,0,7.0,1,10464,306360_823802932103_0709,-
844307,845403,P,2164,0,7.0,1,10464,306360_823802932103_0709,-
230205,194102,P,2071,0,6.0,1,1892,302598_825856927105_0709,-
230205,194102,P,2053,0,6.0,1,1892,302598_825856927105_0709,-
230205,194102,P,2164,0,6.0,1,1892,302598_825856927105_0709,-
194403,194102,P,2053,1,7.0,1,668,302598_825856927105_0709,-
194403,194102,P,2062,1,7.0,1,668,302598_825856927105_0709,-
194403,194102,P,2068,1,7.0,1,668,302598_825856927105_0709,-
194403,194102,P,2044,1,7.0,1,668,302598_825856927105_0709,-
234808,194102,P,2050,1,7.0,1,1892,302598_825856927105_0709,-
237908,194102,P,2071,1,7.0,1,2788,302598_825856927105_0709,-
238404,194102,P,2140,1,7.0,1,3638,302598_825856927105_0709,-
237908,194102,P,2140,1,7.0,1,2788,302598_825856927105_0709,-
238404,194102,P,2146,1,7.0,1,3638,302598_825856927105_0709,-
199500,194102,P,2050,1,7.0,1,1140,302598_825856927105_0709,-
230205,194102,P,2068,1,7.0,1,1892,302598_825856927105_0709,-
244208,229602,P,2062,0,7.0,1,8508,307984_829407289904_0711,-
244208,229602,P,2155,0,7.0,1,8508,307984_829407289904_0711,-
244208,229602,P,2052,0,7.0,1,8508,307984_829407289904_0711,-
244208,229602,P,2164,0,7.0,1,8508,307984_829407289904_0711,-
74502,32406,P,2050,0,7.0,1,5695,304395_817397778406_0711,-
74803,32406,P,2070,0,7.0,1,3210,304395_817397778406_0711,-
35809,32406,P,2155,0,6.0,1,1430,304395_817397778406_0711,-
35809,32406,P,2155,0,6.0,1,1430,304395_817401828501_0711,-
35809,32406,P,2155,0,6.0,1,1430,304395_817401828501_0711,-
35809,32406,P,2059,0,6.0,1,1430,304395_817401828501_0711,-
35809,32406,P,2059,0,6.0,1,1430,304395_817401828501_0711,-
244208,234102,P,2043,0,7.0,1,9261,303473_830701531003_0712,-
892103,871408,P,2071,0,7.0,1,15436,305829_821828922008_0712,-
627206,618207,P,2070,0,7.0,1,8031,307829_828798650005_0712,-
244208,240902,P,2070,0,6.0,1,4519,304673_817981270306_0712,-
244208,240902,P,2070,0,6.0,1,4519,304673_817981270306_0712,-
35809,36801,P,2052,0,6.0,1,477,305168_819055245709_0712,-
35809,36801,P,2052,0,6.0,1,477,305168_819055245709_0712,-
943701,946801,P,2052,0,6.0,1,6809,308270_830483932809_0712,-
230205,193805,P,2041,1,7.0,1,1892,304722_827005890004_0712,-
230205,193805,P,2071,1,7.0,1,1892,304722_827005890004_0712,-
237609,195800,P,2153,0,7.0,1,4379,305309_819649890004_0712,-
237609,195800,P,2153,0,7.0,1,4379,305309_819649890004_0712,-
225902,195800,P,2144,0,7.0,1,4864,305309_819649890004_0712,-
850308,846001,P,2068,0,7.0,1,9072,302631_813813890907_0712,-
850308,846001,P,2068,0,7.0,1,9072,302631_813813890907_0712,-
817507,652602,P,2070,0,7.0,1,5095,303083_814724090505_0712,-
817507,652602,P,2070,0,7.0,1,5095,303083_814724090505_0712,-
890108,895008,P,2155,0,7.0,1,10542,308329_830651700308_0712,-
883809,895008,P,2068,0,7.0,1,14549,308329_830651700308_0712,-
890907,895008,P,2071,0,7.0,1,8508,308329_830651700308_0712,-
890004,895008,P,2158,0,7.0,1,11911,308329_830651700308_0712,-
890108,895008,P,2155,0,7.0,1,10542,308329_830651700308_0712,-
180608,194009,P,2153,0,6.0,1,1564,307024_825749927105_0712,-
199801,194009,P,2135,0,6.0,1,1808,307024_825749927105_0712,-
225902,194009,P,2135,0,7.0,1,4864,307024_825749927105_0712,-
180608,194009,P,2135,0,6.0,1,1564,307024_825749927105_0712,-
180608,193701,P,2135,0,6.0,1,1564,305477_826920927105_0712,-
180608,193701,P,2135,0,6.0,1,1564,305477_826920927105_0712,-
180608,193701,P,2135,0,6.0,1,1564,305477_826920927105_0712,-
180608,193701,P,2135,0,6.0,1,1564,305477_826920927105_0712,-
180608,193701,P,2135,0,6.0,1,1564,305477_826920927105_0712,-
937003,932902,P,2050,0,6.0,1,17254,308028_829577438302_0712,-
936903,932902,P,2068,0,7.0,1,12324,308028_829577438302_0712,-
936903,932902,P,2070,0,7.0,1,12324,308028_829577438302_0712,-
936903,932902,P,2158,0,7.0,1,12324,308028_829577438302_0712,-
850308,845600,P,2052,0,7.0,1,11911,303081_814715648503_0712,-
850308,845600,P,2070,0,7.0,1,11911,303081_814715648503_0712,-
850308,845600,P,2164,0,7.0,1,11911,303081_814715648503_0712,-
35809,35508,P,2062,0,6.0,1,757,306816_825057639608_0712,-
767308,775605,P,2164,0,7.0,1,16565,308056_829644722400_0712,-
790408,775605,P,2164,0,7.0,1,16438,308056_829644722400_0712,-
592401,438406,P,2070,0,6.0,1,7774,302688_813936851207_0712,-
581106,438406,P,2043,0,6.0,1,3071,302688_813936851207_0712,-
636807,813402,P,2070,0,7.0,1,15271,303511_815571745807_0712,-
659006,813402,P,2154,0,7.0,1,22742,303511_815571745807_0712,-
638003,813402,P,2061,0,7.0,1,15436,303511_815571745807_0712,-
801405,813402,P,2068,0,7.0,1,16438,303511_815571745807_0712,-
638003,813402,P,2070,0,7.0,1,15436,303511_815571745807_0712,-
638003,813402,P,2070,0,7.0,1,15436,303511_815571745807_0712,-
800101,813402,P,2070,0,7.0,1,11741,303511_815571745807_0712,-
657705,813402,P,2070,0,7.0,1,15436,303511_815571745807_0712,-
814208,813402,P,2070,0,6.0,1,2293,303511_815571745807_0712,-
814208,813402,P,2061,0,6.0,1,2293,303511_815571745807_0712,-
800205,813402,P,2070,0,7.0,1,16438,303511_815571745807_0712,-
800205,813402,P,2061,0,7.0,1,16438,303511_815571745807_0712,-
800205,813402,P,2070,0,7.0,1,16438,303511_815571745807_0712,-
35809,32406,P,2062,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817398680509_0712,-
581106,201700,P,2164,0,7.0,1,9883,305132_818969850204_0712,-
438302,201700,P,2061,0,7.0,1,16438,305132_818969850204_0712,-
438302,201700,P,2164,0,7.0,1,16438,305132_818969850204_0712,-
438302,201700,P,2164,0,7.0,1,16438,305132_818969850204_0712,-
814104,817102,P,2146,0,7.0,1,9777,305143_823947284101_0712,-
817600,817102,P,2137,0,5.0,1,2486,305143_823947284101_0712,-
817507,817102,P,2070,0,5.0,1,1066,305143_823947284101_0712,-
51905,10303,P,2061,0,7.0,1,8401,305165_819048680509_0712,-
51905,10303,P,2070,0,7.0,1,8401,305165_819048680509_0712,-
51905,10303,P,2070,0,7.0,1,8401,305165_819048680509_0712,-
602001,642102,P,2071,0,7.0,1,15436,305198_825935888305_0712,-
260200,642102,P,2140,0,7.0,1,5117,305198_825935888305_0712,-
844307,836103,P,2070,0,7.0,1,11911,305944_822179275704_0712,-
844307,836103,P,2070,0,7.0,1,11911,305944_822179275704_0712,-
35809,36801,P,2146,0,6.0,1,477,306562_824258935506_0712,-
35809,36801,P,2146,0,6.0,1,477,306562_824258935506_0712,-
943701,946801,P,2052,0,6.0,1,6809,302258_813045318401_0712,-
943701,946801,P,2052,0,6.0,1,6809,302258_813045318401_0712,-
943701,946801,P,2052,0,6.0,1,6809,302258_813045318401_0712,-
943701,946801,P,2052,0,6.0,1,6809,304408_817421592204_0712,-
942105,946801,P,2070,0,7.0,1,11911,304408_817421592204_0712,-
940006,946801,P,2041,0,7.0,1,11911,304408_817421592204_0712,-
943701,946801,P,2061,0,6.0,1,6809,304408_817422226407_0712,-
943701,946801,P,2140,0,6.0,1,6809,304408_817422226407_0712,-
627206,612003,P,2164,0,7.0,1,11741,304670_817978700100_0712,-
524000,612003,P,2070,0,7.0,1,11741,304670_817978700100_0712,-
828501,790906,P,2070,0,7.0,1,13662,303906_816376914209_0712,-
828501,790906,P,2052,0,7.0,1,13662,303906_816376914209_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2070,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2061,0,6.0,1,1430,304395_817404555900_0712,-
35809,32406,P,2061,0,6.0,1,1430,304395_817404555900_0712,-
261203,633103,P,2164,0,7.0,1,9416,304763_818161716607_0712,-
607908,633103,P,2164,0,6.0,1,7291,304763_818161716607_0712,-
932207,931702,P,2070,0,5.0,1,1577,306701_830071775408_0712,-
932809,931702,P,2070,0,5.0,1,2486,306701_830071775408_0712,-
950008,953701,P,2071,0,5.0,1,1596,305190_830139793209_0712,-
310607,195406,P,2141,0,7.0,1,7291,305495_820460970001_0712,-
180608,195406,P,2135,0,6.0,1,1564,305495_820460970001_0712,-
180608,195406,P,2135,0,6.0,1,1564,305495_820460970001_0712,-
180608,195406,P,2135,0,6.0,1,1564,305495_820460970001_0712,-
180608,195406,P,2135,0,6.0,1,1564,305495_820460970001_0712,-
180608,195406,P,2135,0,6.0,1,1564,305495_820460970001_0712,-
943701,946801,P,2050,0,6.0,1,6809,305188_819114318401_0712,-
943701,946801,P,2050,0,6.0,1,6809,305188_819114318401_0712,-
927105,926403,P,2059,0,7.0,1,9777,302652_813875722203_0712,-
927105,926403,P,2059,0,7.0,1,9777,302652_813875722203_0712,-
927105,926403,P,2068,0,7.0,1,9777,302652_813875722203_0712,-
927105,926403,P,2068,0,7.0,1,9777,302652_813875722203_0712,-
850204,881804,P,2068,0,7.0,1,17254,307467_827148745600_0712,-
850204,881804,P,2068,0,7.0,1,17254,307467_827148745600_0712,-
850505,881804,P,2071,0,7.0,1,17254,307467_827148745600_0712,-
51905,32105,P,2070,0,7.0,1,5095,304396_817405700100_0712,-
302507,32105,P,2052,0,7.0,1,8031,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2052,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2050,0,6.0,1,2481,304396_817405700100_0712,-
35809,32105,P,2050,0,6.0,1,2481,304396_817405700100_0712,-
932809,932103,P,2052,0,5.0,1,1596,302201_812941937003_0713,-
932601,932103,P,2070,0,5.0,1,965,302201_812941937003_0713,-
943701,946801,P,2155,0,6.0,1,6809,303139_830582944702_0713,-
943701,946801,P,2043,0,6.0,1,6809,303139_830582944702_0713,-
943701,946801,P,2164,0,6.0,1,6809,303139_830582944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303139_830582944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303139_830582944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303933_830578944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303933_830578944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303933_830578944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303933_830578944702_0713,-
943701,946801,P,2070,0,6.0,1,6809,303933_830578944702_0713,-
252401,657907,P,2164,0,7.0,1,14694,303955_816499644803_0713,-
252401,657907,P,2164,0,7.0,1,14694,303955_816499644803_0713,-
657606,657907,P,2070,0,5.0,1,668,303955_816499644803_0713,-
620207,657907,P,2070,0,7.0,1,11243,303955_816499644803_0713,-
620300,657907,P,2052,0,7.0,1,9951,303955_816499644803_0713,-
760506,800008,P,2050,0,7.0,1,16438,303977_816575828501_0713,-
760506,800008,P,2070,0,7.0,1,16438,303977_816575828501_0713,-
760506,800008,P,2070,0,7.0,1,16438,303977_816575828501_0713,-
767308,800008,P,2050,0,7.0,1,15436,303977_816575828501_0713,-
943701,946801,P,2070,0,6.0,1,6809,305170_830580944702_0713,-
940006,946801,P,2041,0,7.0,1,11911,305170_830580944702_0713,-
940006,946801,P,2070,0,7.0,1,11911,305170_830580944702_0713,-
942105,946801,P,2146,0,7.0,1,11911,305170_830580944702_0713,-
942105,946801,P,2146,0,7.0,1,11911,305170_830580944702_0713,-
942105,946801,P,2146,0,7.0,1,11911,308267_830477944702_0713,-
942105,946801,P,2164,0,7.0,1,11911,308267_830477944702_0713,-
18201,16403,P,2052,0,6.0,1,4074,303546_815646018409_0713,-
18409,16403,P,2070,0,6.0,1,4379,303546_815646018409_0713,-
18409,16403,P,2043,0,6.0,1,4379,303546_815646018409_0713,-
940006,946801,P,2070,0,7.0,1,11911,303071_814704942105_0713,-
942105,946801,P,2136,0,7.0,1,11911,303071_814704942105_0713,-
300605,260003,P,2070,0,7.0,1,24219,303865_816265270306_0713,-
300605,260003,P,2070,0,7.0,1,24219,303865_816265270306_0713,-
942105,946801,P,2061,0,7.0,1,11911,303964_830572942105_0713,-
942105,946801,P,2052,0,7.0,1,11911,303964_830572942105_0713,-
255503,644606,P,2070,0,7.0,1,22742,304739_818107253508_0713,-
262009,644606,P,2070,0,7.0,1,17254,304739_818107253508_0713,-
262009,644606,P,2040,0,7.0,1,17254,304739_818113654701_0713,-
251305,644606,P,2050,0,6.0,1,3900,304739_818113654701_0713,-
940006,946801,P,2052,0,7.0,1,11911,304783_818227942105_0713,-
942105,946801,P,2070,0,7.0,1,11911,304783_818227942105_0713,-
942105,946801,P,2043,0,7.0,1,11911,305149_819002942105_0713,-
943701,946801,P,2050,0,6.0,1,6809,305149_819002942105_0713,-
592204,606303,P,2052,0,7.0,1,13367,289315_751648179009_0713,-
592204,606303,P,2052,0,7.0,1,13367,289315_751648179009_0713,-
435906,188900,P,2061,0,7.0,1,16438,302226_812985250302_0713,-
435906,188900,P,2052,0,7.0,1,16438,302226_812985250302_0713,-
260200,188900,P,2070,0,7.0,1,9883,302226_812985250302_0713,-
592401,602001,P,2159,0,6.0,1,11453,303491_815537302403_0713,-
208108,602001,P,2164,0,7.0,1,15436,303491_815537302403_0713,-
260200,194808,P,2070,0,7.0,1,6823,304710_818052252401_0713,-
260200,194808,P,2070,0,7.0,1,6823,304710_818052252401_0713,-
435906,581407,P,2070,0,7.0,1,15417,304766_818166638003_0713,-
435906,581407,P,2070,0,7.0,1,15417,304766_818166638003_0713,-
844307,850401,P,2070,0,7.0,1,9072,306035_822509892103_0713,-
844307,850401,P,2070,0,7.0,1,9072,306035_822509892103_0713,-
519707,612107,P,2041,0,7.0,1,9072,306538_824205250707_0713,-
519707,612107,P,2050,0,7.0,1,9072,306538_824205250707_0713,-
300605,192605,P,2070,0,7.0,1,22742,307939_829240618207_0713,-
592204,606303,P,2052,0,7.0,1,13367,289315_751649070501_0713,-
592204,606303,P,2070,0,7.0,1,13367,289315_751649070501_0713,-
300605,260107,P,2052,0,7.0,1,9883,303483_829174582005_0713,-
262009,260107,P,2052,0,5.0,1,2788,303483_829174582005_0713,-
35809,30107,P,2145,0,6.0,1,2481,303493_815545245709_0713,-
35809,30107,P,2052,0,6.0,1,2481,303493_815545245709_0713,-
208108,439305,P,2146,0,6.0,1,7774,303450_815444625107_0713,-
208108,439305,P,2053,0,6.0,1,7774,303450_815444625107_0713,-
35809,31600,P,2052,0,6.0,1,1262,296521_773944018606_0713,-
35809,31600,P,2052,0,6.0,1,1262,296521_773944018606_0713,-
790408,761602,P,2070,0,7.0,1,17254,303524_825559684001_0713,-
790408,761602,P,2070,0,7.0,1,17254,303524_825559684001_0713,-
35809,20502,P,2146,0,7.0,1,5530,303911_816383245709_0713,-
35809,20502,P,2146,0,7.0,1,5530,303911_816383245709_0713,-
35809,20502,P,2146,0,7.0,1,5530,303911_816383245709_0713,-
817507,651807,P,2061,0,7.0,1,4417,307668_827819690002_0713,-
191509,196502,P,2070,0,6.0,1,1892,302252_813039535907_0713,-
191509,196502,P,2070,0,6.0,1,1892,302252_813039535907_0713,-
35809,20502,P,2146,0,7.0,1,5530,303911_816384192906_0713,-
35809,20502,P,2146,0,7.0,1,5530,303911_816384192906_0713,-
10002,21806,P,2135,0,7.0,1,16565,305180_819086192906_0713,-
33004,21806,P,2144,0,7.0,1,8665,305180_819086192906_0713,-
817507,654701,P,2137,0,7.0,1,5095,306445_823999853109_0713,-
794305,654701,P,2043,0,7.0,1,15436,306445_823999853109_0713,-
817507,654701,P,2052,0,7.0,1,5095,306445_824002290206_0713,-
817507,654701,P,2052,0,7.0,1,5095,306445_824002290206_0713,-
35809,42003,P,2141,0,7.0,1,4289,306450_824018780603_0713,-
35809,42003,P,2141,0,7.0,1,4289,306450_824018780603_0713,-
435906,190205,P,2070,0,7.0,1,15436,307630_827613792102_0713,-
435906,190205,P,2070,0,7.0,1,15436,307630_827613792102_0713,-
761602,800309,P,2052,0,7.0,1,16438,307926_829173890907_0713,-
790408,800309,P,2070,0,7.0,1,11911,307926_829173890907_0713,-
180608,198404,P,2135,0,6.0,1,1564,302218_812966780800_0713,-
